,facility_name,facility_address,rating
46266,LOMELI MARKET,3976 E 1ST ST,
46267,PENNY MINI MARKET,8911 S VERMONT AVE,
46270,AMIGO'S MARKET,3405 CITY TERRACE DR,
46291,"PARK,HEUNG KU",1258 68TH ST,
46294,MAIN STREET VALERO,11321 S MAIN ST,
46305,KP CADILLAC  CAFE,6041 CADILLAC AVE,
46306,MOTHERS NUTRITIONAL CTR #430,4353 S CENTRAL AVE,
46313,JUICE N FRUIT,3025 S VERMONT AVE,
46315,42ND DISCOUNT STORE,4228 S WESTERN AVE,
46320,LOS FELIZ SERVICE STATION,2134 N VERMONT AVE,
46333,DA NA HEALTH,808 S WESTERN AVE # 211,
46338,EZZ DOLLAR,5821 S FIGUEROA ST,
46343,STARBUCKS COFFEE #10586,1090 WILSHIRE BLVD,
46348,LITTLE DAMAGE,700 S SPRING ST,
46351,MARTHA'S MINI-MARKET,4122 S HOOPER AVE,
46359,LUCKY 16 MARKET,545 EUCLID AVE,
46361,NEIGHBORHOOD MARKET,4300 N GRIFFIN AVE,
46362,INDIA JONES THE KITCHEN,3670 BROADWAY PL,
46372,PANCHITO'S MARKET,3926 E OLYMPIC BLVD,
46373,CALIFORNIA WOK OF WILSHIRE,12004 WILSHIRE BLVD,
46377,FASHION FRUIT YOGURT,4128 WHITTIER BLVD,
46386,MELROSE MOBIL,6601 MELROSE AVE,
46406,SUNSET FAIRFAX MOBIL,7865 SUNSET BLVD,
46430,CENTURY OIL,9779 W PICO BLVD,
46459,TRINCA 99 CENTS,4109 CITY TERRACE DR,
46465,TONI'S LIQUOR,5955 WEST BLVD,
46466,SUSY'S PRODUCE,4433 S ALAMEDA STE AA1,
46467,LUPITA MINI MARKET,2300 WHITTIER BLVD,
46498,BALDWIN HILLS CHEVRON SVCS,4701 W SLAUSON AVE,
46504,DOLLAR WORLD 1,3030 N BROADWAY,
46527,SUSY'S PRODUCE,4501 S ALAMEDA ST # P-6,
46528,EAST COURT GIFTS,5700 WILSHIRE BLVD STE 145,
46543,DAVE & BUSTERS,6081 CENTER DR # 118,
46554,A & W MARKET,1582 1/2 W VERNON AVE,
46558,ISMAEL AGUIRRE ESPINOZA,6200 WILMINGTON AVE,
46566,MINI MARKET JUREMA,852 E MANCHESTER AVE,
46572,ELY'S MINI MARKET,249 W MARTIN LUTHER KING JR BLVD,
46581,ANS LIQUOR MARKET,4708 S NORMANDIE AVE,
46586,CVS/PHARMACY #9603,201 N LOS ANGELES ST STE 20,
46588,USA GASOLINE,11259 S VERMONT AVE,
46590,LA CHIQUITA PRODUCE,2618 W PICO BLVD,
46597,NATIONAL ROBERTSON CARWASH,3071 S ROBERTSON BLVD,
46613,ACCESS HOLLYWOOD,600 WORLD WAY # 684,
46628,WEST LIQUOR,701 E MANCHESTER AVE,
46631,CONCHITA MARKET,3432 N BROADWAY,
46642,IMPERIAL LIQUOR,1602 W PICO BLVD,
46648,LA MINI MARKET,752 S SAN PEDRO ST,
46653,NISSI BAKERY,1900 BEVERLY BLVD UNIT A,
46658,RAFFI'S CHEVRON,2538 S CRENSHAW BLVD,
46660,ABIC LIQUORS,3115 S WESTERN AVE,
46664,CESAR CHAVEZ SHELL,4357 E CESAR E CHAVEZ AVE,
46677,ARI'S SHOP,OLVERA ST E3,
46681,ANGELES MINI MARKET,9202 S VERMONT AVE,
46682,KOOSH MART,5835 S FIGUEROA ST,
46686,WATT'S HP MEAT MARKET,10701 S COMPTON AVE,
46687,ESMERALDA'S MINI MARKET,2891 S ROBERTSON BLVD,
46700,LA FORTUNA MARKET,3378 GRIFFIN AVE,
46701,FIVE STAR THEATRE,1822 N VERMONT AVE,
46708,FIGUEROA STATION,445 S FIGUEROA ST STE #60,
46709,CENTURY LIQUOR & MARKET,5431 W PICO BLVD,
46717,WINCHELL'S DONUTS #9339,716 N WESTERN AVE,
46725,UNITED PRODUCE MARKET,222 E MANCHESTER AVE,
46736,MI BANDERA PUPUSERIA Y RESTAURANT,3419 S SAN PEDRO ST,
46756,SMITTY'S DRIVE IN,13409 S AVALON BLVD,
46762,GODWIN'S CAFE,300 S SPRING ST,
46766,THE SIPP,1855 MANCHESTER AVE # 112,
46768,MORE 4 LESS MART INC,2104 W 7TH ST,
46773,MOTHERS NUTRITIONAL CTR #426,2120 W 8TH ST,
46775,CLINICA NATURISTA EL SENOR DE LOS MILAGROS,4433 S ALAMEDA ST UNIT D-27,
46785,KFC,2807 S FIGUEROA ST,
46797,"KHALIL,CHARLES",8489 W BEVERLY BLVD,
46807,FIRESTONE SHELL,1454 E FIRESTONE BLVD,
46820,EMILE'S MOBILE,1166 S SOTO ST,
46829,DAVID'S MINI-MARKET,5430 COMPTON AVE,
46835,THE BLUE STORE MARKET,4767 S BROADWAY,
46836,NU WAY MARKET,6101 S HOLMES AVE,
46837,YOUNG ISRAEL OF CENTUARY CITY,9321 W PICO BLVD,
46840,J SPOT COMEDY CLUB,5581 W MANCHESTER AVE,
46843,CHARLIE'S MOBILE,1940 S HOOVER ST,
46851,STARBUCKS COFFEE #9973,120 S LOS ANGELES ST,
46856,TORIGOYA,123 ASTRONAUT E S ONIZUKA ST STE 203,
46878,RED OVEN BAKERY AND DELI,4626 W ADAMS BLVD,
46898,POMONA MARKET,2747 LINCOLN PARK AVE,
46899,CHAPMAN MARKET,221 W 8TH ST,
46902,MIRANDA MINI-MARKET,136 E MARTIN LUTHER KING JR BLVD,
46906,TIENDA ONE DOLLAR & UP,715 S MAIN ST,
46912,7-ELEVEN,2041 BEVERLY BLVD,
46914,HOLLYWOOD MOBILE,5700 HOLLYWOOD BLVD,
46917,TAN DE CHINESE HERBS,750 N HILL ST N,
46926,J. C. FOREVER,1240 W 7TH ST,
46940,LA TIENDITA,601 S RECORD AVE,
46941,SWEETFIN POKE,1146 WESTWOOD BLVD,
46943,CENTRAL LIQUOR BANK,959 E 92ND ST,
46945,MY LIQUOR,8910 S CENTRAL AVE,
46946,SOTO'S KIDS NUTRITION,1260 S SOTO ST STE 2,
46953,"YJC IMPERIAL GAS STATION, INC.",11400 S VERMONT AVE,
46956,WINGSTOP,8330 S VERMONT AVE,
46957,777 MARKET,1900 S LA BREA AVE # 1,
46958,JANG SAENG,3030 W OLYMPIC BLVD # 213,
46973,B SWEET#2,2027 SAWTELLE BLVD,
46976,SHEIK'S CHEVRON,6405 YORK BLVD,
46983,EIGHTFOLD COFFEE,1294 W SUNSET BLVD,
46988,CHURROS MEXICANOS,307 E JEFFERSON BLVD # 121,
46996,HOLBOX,3655 S GRAND AVE # C9,
47000,ANS LIQUOR & MINI MARKET,11701 W PICO BLVD,
47002,OCCIDENTAL LIQUORS,2755 BEVERLY BLVD,
47005,WETZELS PRETZEL'S,800 N ALAMEDA ST,
47006,HENRY'S MARKET,2101 S ESTRELLA AVE,
47023,ADELA'S MARKET,3213 1/2 S CENTRAL AVE,
47028,BLACKWOOD COFFEE,7509 W SUNSET BLVD,
47029,GAVIN DE BECKER LOUNGE,10250 SANTA MONICA BLVD,
47030,OFFICE DEPOT #896,6446 E TELEGRAPH RD,
47036,NISHI POKE & RAMEN BISTRO,2536 OVERLAND AVE,
47037,CENTRO NATURISTA,4433 S ALAMEDA ST # #AA8,
47062,BROADWAY MARKET AND LIQUOR,4018 S BROADWAY PL,
47079,PARK'S LIQUOR,3554 BEVERLY BLVD STE A,
47092,NABOR'S 99 CENT AND UP,1517 FIRESTONE BLVD,
47094,TOKYO BEAT RESTAURANT,319 E 2ND ST STE #205,
47095,BERNARDO'S MINI MARKET,4819 S VERMONT AVE STE A,
47098,ALOHA DELI MARKET,2404 S VERMONT AVE,
47106,LIZA'S MINI MARKET,973 S LORENA ST,
47111,STAPLES,11341 W NATIONAL BLVD,
47115,PAN VICTORIA INC.,2190 W WASHINGTON BLVD # A,
47127,T WEST CAFE,12233 W OLYMPIC BLVD # 150,
47131,MOM'S 99 CENT,1423 E GAGE ST # B,
47135,UNITED OIL #154,705 N EASTERN AVE,
47138,LUCSOL DISCOUNT STORE INC,502 E MANCHESTER AVE,
47154,SHAKE SHACK,10250 SANTA MONICA BLVD # 202,
47170,EL REY DE COPAS,4050 S CENTRAL AVE,
47173,FIST OF FUSION,6801 HOLLYWOOD BLVD # 315B,
47174,FAMILY'S MARKET,633 N SPRING ST STE 7,
47176,HARRY'S LIQUOR,11315 S MAIN ST,
47182,MANRIQUEZ MINI-MARKET,7614 S SAN PEDRO ST,
47197,7-11 INC,12403 VENICE BLVD,
47205,MAHARAJA,1321 WESTWOOD BLVD,
47207,MELROSE SHELL #0409,4501 MELROSE AVE,
47210,AL'S LIQUOR,10751 S FIGUEROA ST,
47220,AMERICAN CINEMATHEQUE,6712 HOLLYWOOD BLVD,
47222,MOTHERS NUTRITIONAL CTR #447,1350 E FLORENCE AVE,
47239,M.C. VERONICA'S MINI MARKET,7914 S VERMONT AVE,
47241,HOLIDAY INN WLA,11250 SANTA MONICA BLVD,
47247,BILLS LIQUOR STORE,3150 N GLENDALE BLVD,
47248,VILLAS RESTAURANT,2635 E 4TH ST,
47257,JO'S LIQUOR,333 W PICO BLVD,
47258,CAFE CHEZ MARIE,10681 SANTA MONICA BLVD,
47270,HOLIDAY LIQUOR,9150 S WESTERN AVE,
47271,FAMILY DOLLAR PLUS,5857 WHITTIER BLVD,
47280,SHAHERZARD RESTAURANT,1422 WESTWOOD BLVD,
47281,"WESTERN REFINING RETAIL, LLC STORE #68556",5657 W SUNSET BLVD,
47285,CVS/PHARMACY #9503,8490 BEVERLY BLVD,
47290,ORIGINAL NATURES SUNSHINE,2437 E CESAR E CHAVEZ AVE,
47304,REY'S CANDY STORE,0 OLVERA ST 26,
47310,NUTRITION CENTER,5534 N FIGUEROA ST,
47316,LOS 7 DIAMANTES MARKET,7330 S MAIN ST,
47319,REGGIE'S LIQUOR,10004 S CENTRAL AVE,
47325,MOTHERS NUTRITIONAL CTR #407,423 E FLORENCE AVE,
47330,KOREAN GINSENG & VITAMINS,500 S LOS ANGELES ST STE 39,
47332,DANA'S NUTRITION,8320 COMPTON AVE,
47351,A BUS STOP CAFE,4705 SANTA MONICA BLVD,
47356,LAURA'S RESTAURANT,5112 W ADAMS BLVD,
47359,PANDA EXPRESS #2623,2011 WESTWOOD BLVD,
47371,BULLET PROOF COFFEE,300 S SANTA FE AVE STE D,
47375,STARBUCKS COFFEE #5289,350 S GRAND AVE STE #B-5,
47384,PETER'S MARKET,3959 HUBBARD ST,
47388,99 CENT OUTLET,3608 W SLAUSON AVE,
47390,MAYA MINI MARKET,1481 W ADAMS BLVD,
47396,OSSO CONVENIENCE STORE,5111 ALHAMBRA AVE,
47400,KS MARKET,8004 AVALON BLVD,
47412,THE COFFEE BEAN & TEA LEAF,645 W 9TH ST STE #108,
47419,KBHC - COFFEE KIOSK,3782 MARTIN LUTHER KING BLVD,
47424,BIG CITY SNACKS & GIFTS,865 S FIGUEROA ST STE 100,
47429,MARLIN RESTAURANT,1855 W MANCHESTER AVE STE 101,
47434,J AND M MARKET,6103 S HOOVER ST,
47436,A&E RAMIREZ,2971 E 8TH ST,
47442,SHEKARCHI KABOB,2029 WESTWOOD BLVD,
47457,SUPER MINI MARKET,1575 E FLORENCE AVE UNIT E,
47474,HEARTY NUTRITION,4123 S HOOVER ST,
47476,ROSE MARKET LLC,3300 OVERLAND AVE # 107,
47479,YOGURTLAND USC GATEWAY,3335 S FIGUEROA ST STE K,
47480,WEST BOUND,300 S SANTA FE AVE # N,
47501,TOM'S LIQUOR AND MARKET,3241 CITY TERRACE DR,
47504,VANNES MINI MARKET,6130 VAN NESS AVE,
47507,JB LIQUOR,1185 N VERMONT AVE,
47525,LADY CHOCOLATT,12008 WILSHIRE BLVD # 101,
47526,CENTURY SHELL,5551 W CENTURY BLVD,
47530,"F & J LIQUOR, INC.",5360 CRENSHAW BLVD,
47546,CORNER STORE LIQUOR #2,3000 N MAIN ST,
47558,LA POTRANCA BAR,12821 VENICE BLVD,
47566,BACIO DE LATTE,10250 SANTA MONICA BLVD # 1790,
47574,LAS TRES NINAS MARKET,501 S LA VERNE AVE,
47576,SORRENTO LIQUOR,801 W CESAR E CHAVEZ AVE,
47591,DOLLAR MAS,1500 E 1ST ST,
47596,TUESDAY MORNING #377,8801 S SEPULVEDA BLVD,
47604,HOOVER STORE,7829 S HOOVER ST,
47611,MELROSE LIQUOR,7435 MELROSE AVE,
47612,ARCO SMOG PROS,3949 E DENNISON ST,
47617,IMPERIAL LIQUORLAND,11401 S VERMONT AVE,
47628,ODY MARKET,6026 S SAN PEDRO ST,
47642,WOLF AND CRANE,366 E 2ND ST,
47646,"MILKYS, INC.",1429 S ROBERTSON BLVD,
47660,ACADEMY LA,6021 HOLLYWOOD BLVD,
47661,NORTHERN CAFE,2904 S FIGUEROA ST,
47667,ANA' MARKET,6601 S MAIN ST,
47674,GIL'S GROCERY MARKET,10815 S FIGUEROA ST,
47685,LAS PALMITAS MINI MARKET,1205 WALL ST,
47690,TUTTI FRUTTI FROZEN YOGURT,3015 S FIGUEROA ST,
47699,SPIREWORKS,1061 BROXTON AVE,
47712,JEAN'S MARKET,919 N FOREST AVE,
47717,LOLITAS FLOWER SHOP,1856 WASHINGTON BLVD,
47729,ROSEMARY GRILL,12231 SANTA MONICA BLVD,
47731,99 CENT DISCOUNT MARKET,2009 W FLORENCE AVE,
47739,CITY SNACKS,500 W TEMPLE ST FL 2ND,
47741,SPORT CHALET,2209 GRANVILLE AVE,
47751,QIN WEST,2520 S FIGUEROA ST,
47753,DISCOTECA LICORERIA LA MEXIC,4515 INGLEWOOD BLVD,
47755,FRIENDLY MARKET,2921 E 8TH ST,
47757,ECLAIR COZY CORNER,432 E 2ND ST,
47759,GREEN MILL LIQUOR,3812 E WHITTIER BLVD,
47766,ALEX GROCERY,425 E 7TH ST,
47777,7 STAR MARKET,10117 S NORMANDIE AVE,
47782,RED OVEN BAKETY,4626 W ADAMS BLVD,
47786,SHOP RITE BROTHERS,1553 MANCHESTER AVE,
47787,HOLLYWOOD PROPER F&B,1550 N EL CENTRO AVE,
47797,99 CENTS STUFF & THINGS,8608 S VERMONT AVE,
47807,SOOOPS WESTSIDE,10640 WOODBINE ST STE 102,
47811,DAN'S LIQUOR,5711 YORK BLVD,
47813,CREPES SANS FRONTIERS,541 S SPRING ST #127,
47815,TRINITY BAPTIST CHURCH,2040 W JEFFERSON BLVD,
47828,EL PARAISO TROPICAL,1505 FIRESTONE BLVD,
47831,SAIYA RAMEN BAR,698 S VERMONT AVE # 106,
47832,TOWN DELI & LIQUOR,5948 S MAIN ST,
47833,SUPER MERCADO SAN CARLOS,2801 N MAIN ST,
47838,VOGUE CAFE,7407 1/2 MELROSE AVE,
47849,TEA MASTER,450 E 2ND ST,
47856,BLACKTOP COFFEE,826 E 3RD ST,
47864,GUADALUPE SHELTER KITCHEN,170 S GLESS ST,
47873,BEST MARKET,453 S SAN PEDRO ST,
47904,MARCE'S MINI MARKET,4160 S AVALON BLVD,
47922,COMMUNITY MINI MARKET,8025 S MAIN ST,
47929,7-ELEVEN,500 W 7TH ST,
47932,J- SWEET,3760 CENTINELA AVE,
47951,THE COFFEE BEAN & TEA LEAF - TICKETING,380 WORLD WAY,
47954,KING JR. GAS & SUPER,1515 W MLK BLVD,
47959,B & B LIQUORS,8207 S WESTERN AVE,
47961,AUTOBAHN FUELS INC.,3167 CAHUENGA BLVD W,
47962,THE HOME DEPOT #1039,1830 W SLAUSON AVE,
47968,MELROSE & VINE MINI MART,655 N ROSSMORE AVE,
47971,LA FIESTA MARKET,1905 THOMAS ST,
47991,MOBIL SNACK SHOP,10857 SANTA MONICA BLVD,
47992,CALI DOLLAR & UP,4118 E CESAR E CHAVEZ AVE,
48008,GRANDE VISTA LIQUOR & MARKET,3124 E 4TH ST,
48012,MAS PRECIO LOCO,514 S ALVARADO ST,
48016,98CENT AND UP TOBACCO INC.,8221 S AVALON BLVD,
48022,SC 99C MARKET,3110 S MAPLE AVE,
48031,MASALA GRILL,5607 SAN VICENTE BLVD,
48035,HORTON & CONVERSE PHARMACY,10250 SANTA MONICA BLVD #169,
48040,OOPS MARKET,5900 S NORMANDIE AVE,
48041,ROYAL LIQUORS,2501 PASADENA AVE,
48046,LUPITA'S BAKERY & RESTAURANTE,3806 S WESTERN AVE,
48050,TOMMY'S LIQUOR,10940 WILMINGTON AVE,
48060,GOURMET LIQUOR,714 W GAGE AVE,
48061,3000 YEARS HEALTH CENTER,823 N BROADWAY,
48065,LOLLICUP,1131 WESTWOOD BLVD,
48067,MG JV F&B LLC,1741 NAUD ST,
48077,VERMONT DONUT,11405 S VERMONT AVE,
48089,YHA HWA,4031 W OLYMPIC BLVD,
48100,WINE STOP,1025 S SANTA FE AVE,
48113,ALAMEDA MARKET,4501 S ALAMEDA ST # M1,
48115,EL ZARAPE,3960 WHITTIER BLVD,
48116,NELY'S DISCOUNT,728 N VINE ST,
48118,J & J LIQUOR & GROCERIES,5100 SANTA MONICA BLVD,
48122,CHICK-FIL-A,10250 SANTA MONICA BLVD STE FC4,
48131,PARK LIQUOR,3554 BEVERLY BLVD,
48132,CRENSHAW DISCOUNT STORE,3657 CRENSHAW BLVD,
48142,A.B.C. MARKET,2100 WORKMAN ST,
48144,CB2,8000 W SUNSET BLVD STE B-150,
48146,SHELTER GAS & FOOD MART,924 N VIRGIL AVE,
48147,ROSS DRESS FOR LESS #356,7060 W SUNSET BLVD,
48151,EL ALFARERO MEAT MARKET,7408 S MAIN ST,
48158,LORENA DAIRY,3358 E WHITTIER BLVD,
48161,SURF CITY SQUEEZE,3650 W MARTIN LUTHER KING # 150,
48168,DREAM MARKET INC.,915 S CENTRAL AVE,
48179,REYES MINI MARKET,3101 S SAN PEDRO ST,
48189,CVS/PHARMACY,5101 RODEO RD,
48192,LORENA MARKET,3360 E OLYMPIC BLVD,
48193,MY COMPTON DELI,7422 COMPTON AVE,
48198,MOM & BABY CENTER,1194 S LORENA ST,
48199,ROBOT GIMBAB,450 S WESTERN AVE # FC5,
48213,SALT & STRAW,829 E 3RD ST,
48228,AC GROCERY,1614 N WESTERN AVE,
48231,FLORENCE PHARMACY & MEDICAL,1422 E FLORENCE AVE,
48240,LA AURORA MEAT & PRODUCE MARKET,4400 AVALON BLVD,
48244,ARCO AM/PM MINI MARKET,3775 S VERMONT AVE,
48256,AUTLAN MARKET,1337 E FLORENCE AVE,
48264,LOS ANGELES WINE COMPANY,4935 MCCONNELL AVE STE 8,
48269,ONE STOP LIQUOR WHOLEMART,5028 S NORMANDIE AVE,
48277,THRIFTY ARCO,4406 W ADAMS BLVD,
48281,TRAVEL TRADERS #729,5711 W CENTURY BLVD,
48314,TRAVEL TRADERS #721,6101 W CENTURY BLVD,
48315,KOREAN BBQ HOUSE,123 S ONIZUKA ST # 302,
48322,DULCE AMOR,14 OLVERA ST C,
48325,ANGELICA'S MARKET,8902 S AVALON BLVD,
48329,GREEN HEALTH AQUA LLC,757 S VERMONT AVE,
48330,MARINA'S MINI MARKET,6527 S FIGUEROA ST,
48340,ANTHONY'S GIFT SHOP,9901 S LA CIENEGA BLVD,
48352,MIDORI MATCHA CAFE,123 ASTRONAUT E S ONIZUKA ST # 101C,
48355,ANA'S MINI MARKET,5253 S BROADWAY,
48358,SERRANO MEXICAN FOOD,1378 W SUNSET BLVD,
48363,DANIELE PIZZERIA,11712 SAN VICENTE BLVD,
48364,SCHWARTZ CATERING,6025 MONTE VISTA ST,
48365,LULUMINI MARKET,6725 S COMPTON AVE,
48370,TONY'S BAR,4310 W PICO BLVD,
48371,PETE'S MARKET,9141 S HOOVER ST,
48377,HOOPER MARKET,2339 HOOPER AVE,
48381,ONE DOLLAR & UP STORE,8906 S WESTERN AVE,
48387,EQUINOX EARTHBAR,10250 SANTA MONICA BLVD # 3750,
48388,CORNER BAKERY,300 S GRAND AVE # LP150,
48391,EL BRONCO INC,5427 VENICE BLVD,
48393,MOM'S BARGIN,1423 S GAGE AVE B,
48430,GUADALAJAR MEAT MARKET,1985 FIRESTONE BLVD,
48448,103RD MARKET,1922 E 103RD ST,
48451,NEW DOWNTOWN CAFE & MINIMART,241 E 7TH ST,
48459,THE BOTTLE BAR LIQUOR STORE,2642 CRENSHAW BLVD,
48467,EVA'S LIQUOR,4139 E CITY TERRACE DR,
48483,FIESTA MINI MARKET,3657 POMEROY ST,
48485,FAMOUS EDS LIQUOR & JR MKT,2720 E WHITTIER BLVD,
48486,SUNSET BEER COMPANY,1498 W SUNSET BLVD STE #3,
48487,EAGLE ROCK CHEVRON,4005 N EAGLE ROCK BLVD,
48488,JIMMY JOHN'S,445 S FIGUEROA ST # 105,
48496,SUPER UNO MEAT MRK & 99 CENTS,4375 S VAN NESS AVE,
48504,KKINI,859 S WESTERN AVE,
48534,99  ADAMS DISCOUNT,165 W MANCHESTER AVE,
48535,LEE IN KU'S MOBIL GAS & SNAC,958 S ALVARADO ST,
48538,BEVERLY DISCOUNT 99C DEPOT,4129 BEVERLY BLVD,
48544,PRESSED JUICERY,11711 GORHAM AVE,
48551,INDIANA 99 CENT STORE,1522 N INDIANA ST,
48552,EL MILAGRO MINI MARKET,6607 S SAN PEDRO ST,
48553,MARY MINI MARKET,5025 S BROADWAY,
48554,DELEK,2876 S BUNDY DR,
48558,HOLY JUICE,2926 N BEVERLY GLEN CIR,
48576,TINTORERA,2815 W SUNSET BLVD,
48580,DICK'S LIQUOR STORE,3315 W 6TH ST,
48585,TIKI FISH,3300 OVERLAND AVE # 103,
48595,OPEN FACE FOOD SHOP,5577 W ADAMS BLVD,
48600,DUTY FREE,380 WORLD WAY T21,
48616,M&A MARKET,1851 S BROADWAY ST,
48624,JAYDEN'S DISCOUNT STORE 99 CENTS,1621 E FLORENCE AVE # A,
48625,TACO LIMON,700 EXPOSITION PARK DR,
48631,RODRIGUEZ MARKET,6014 S CENTRAL AVE,
48635,YOUNGS SHELL,4403 S FIGUEROA ST,
48648,HONEYMEE,120 JAPANESE VILLAGE PLAZA MALL,
48649,RESTAURANTE Y PUPUSERIA LEMUS,8608 S CENTRAL AVE,
48653,LA VANESSA MINI MARKET,241 E WINSTON ST # 40,
48658,BUENO BONITO BARATO,4501 S ALAMEDA ST # 83,
48669,TAQUERIA RINCON TOLTECA,3100 EASTERN AVE,
48694,BEGIN'S CAFE SM,111 N HILL ST STE 255,
48696,LUCKY 1 LIQUOR,8462 S MAIN ST,
48704,STARBUCKS #22601,859 N HIGHLAND AVE,
48714,STARBUCKS COFFEE # 5775,6745 HOLLYWOOD BLVD,
48719,MEZZA GARDEN,10250 SANTA MONICA BLVD # 1280,
48726,CAFE BORA CMP INC,450 S WESTERN AVE 3FL #308,
48732,BASKIN ROBBINS,1800 S ROBERTSON BLVD # 8,
48735,AM PM MINI MARKET,7667 E SLAUSON AVE,
48741,E T DONUTS,1545 CRENSHAW BLVD,
48745,DOWNTOWN UNION SERVICE,1307 W 6TH ST,
48747,MICHELLE'S COUNTRY DINER,4070 MARLTON AVE,
48768,AMIGOS LIQUOR STORE,5611 N FIGUEROA ST,
48769,ANGEL'S MINI MARKET,1922 E 103RD ST,
48789,MATEO'S MINI MARKET,758 E 79TH ST,
48790,VALLE DE LUNA MINI MARKET,1513 W MARTIN LUTHER KING JR BLVD,
48794,EASTSIDE MARKET LLC,1013 ALPINE ST,
48821,DOLLAR BARGIN,4636 S VERMONT AVE,
48830,USA GASOLINE,2214 N BROADWAY,
48864,DOUBLE TREE GIFT SHOP #31,120 S LOS ANGELES ST,
48866,BRENTWOOD PIES LLC,11678 SAN VICENTE BLVD,
48870,SUPER 99 PLUS,4531 WHITTIER BLVD,
48872,ANGELITOS NUTRITION #2,2526 S SAN PEDRO ST,
48884,JAVIER'S,10250 SANTA MONICA BLVD # 195,
48885,LAS CHAMPAS,8328 COMPTON AVE,
48890,ANGELINO'S DONUTS,1522 W SUNSET BLVD,
48892,CHOI'S MARKET,1828 N BROADWAY,
48893,BUBBA'S MARKET,4700 S VERMONT AVE,
48895,EL NORTENO BAR,7717 COMPTON AVE,
48898,MALBEC FOODS,1634 COLORADO BLVD,
48906,IRISH IMPORT SHOP,742 N VINE ST,
48916,LA MARKET & LIQUOR,1403 W 54TH ST,
48923,ROSECRANS USA MART,600 E ROSECRANS AVE,
48930,TRADER JOES,1000 GLENDON AVE,
48933,30TH STREET MARKET,2924 MAPLE AVE,
48946,FLOWERS MART,811 WILSHIRE BLVD STE 101,
48948,ALVIN'S MINI MARKET,5117 S AVALON,
48960,SEVENTH-DAY ADVENTIST CHURCH,1135 W MARTIN LUTHER KING DR,
48974,CHLA COFFEE BAR,4650 W SUNSET BLVD,
48975,USA GASOLINE,1403 W CENTURY BLVD,
49010,PASTA E PASTA BY ALLEGRO,432 E 2ND ST,
49021,STARBUCKS COFFEE #5567,1898 WESTWOOD BLVD,
49025,CRENSHAW MOBIL,1925 S CRENSHAW BLVD,
49034,P.M. LIQUOR JR MARKET,1976 S LA CIENEGA BLVD,
49038,HERNANDEZ DISCOUNT STORE,10722 S SAN PEDRO ST,
49049,MOBILE MART,1400 W FLORENCE AVE,
49064,CREAM,3335 S FIGUEROA ST #P,
49081,LUCKY 99 CENTS & UP STORE,3828 CITY TERRACE DR,
49103,LA PRADERA MARKET,1611 JAMES M WOOD BLVD,
49108,PETROL X ONE LLC,4501 MELROSE AVE,
49112,STARBUCKS COFFEE #9232,1875 CENTURY PARK E STE #K,
49115,BLUE BOTTLE COFFEE,13050 SAN VICENTE BLVD # 108,
49118,SHELL MINI MART,11944 W OLYMPIC BLVD,
49153,WORLD'S HARVEST CHARITIES AND FAMILY SERVICES,3200 S GRAND AVE,
49155,TACO BELL #33625,1401 MARTIN LUTHER KING BLVD,
49158,ROBERTITO'S MARKETITA,4072 S SAN PEDRO ST,
49185,GOLDEN SNACK BAR,1031 S BROADWAY ST,
49193,BOTANICA NUEVA VIDA,3918 E OLYMPIC BLVD,
49198,MARQUEZ PRODUCE,4501 S ALAMEDA ST P-1,
49205,WOKCANO EXPRESS,2904 S FIGUEROA ST,
49208,ZULY'S 99 AND UP DISCOUNT,3326 S CENTRAL AVE,
49213,DANNY'S MARKET,2730 WABASH AVE,
49231,ORLANDO MARKET,9200 S AVALON BLVD,
49247,FLAME SNACK SHOP,555 W 5TH ST,
49257,7-ELEVEN STORE 39023B,4111 VENICE BLVD,
49264,IVON CAFE,440 N LA CIENEGA BLVD,
49266,PICO DONUT,1565 W PICO BLVD,
49287,NUTRICION GRACE,3410 E CESAR E CHAVEZ AVE,
49297,PROVIDEO 99› & MINI MART,10407 TABOR ST,
49300,PLAZA PANTRY,11980 SAN VICENTE BLVD,
49307,SOFI MINI MARKET,4074 AVALON BLVD,
49313,STARBUCKS #19883,639 N BROADWAY BLVD STE 101A,
49347,7-ELEVEN,4501 W MLK BLVD,
49348,DIANA'S MINI MARKET,5509 S COMPTON AVE,
49355,LUNA MARKETS,6500 S HOOVER ST,
49372,JIM GILLIAM COMMUNITY CENTER,4000 S LA BREA AVE,
49387,SOMSEENEH,4100 W PICO BLVD STE 11,
49394,STARBUCKS COFFEE #25043,3201 S HOOVER ST,
49396,JOE SUPERMARKET,12131 WASHINGTON PL,
49407,TACONE FLAVOR GRILL,330 S HOPE ST # #1-00,
49410,BANG NA THAI FUSION,637 N SPRING ST,
49411,ADAM LIQUOR,255 E ADAMS BLVD,
49412,KOKO'S LIQUOR,5029 S FIGUEROA ST,
49413,LUNA BOTANICA,4501 S ALAMEDA ST # F-17,
49415,CVS/PHARMACY #8886,8601 S SEPULVEDA BLVD,
49423,CVS/PHARMACY #9674,1050 W SUNSET BLVD,
49430,ZAPOPAN MARKET,608 E 59TH ST,
49440,OHANA BURGER,2030 SAWTELLE BLVD,
49444,MR WISDOM,3526 W SLAUSON AVE,
